county,species,mean_birds,% gardens,rank_birds
South Yorkshire,Bullfinch,0.2,8.21,21
South Yorkshire,Jackdaw,0.19,6.51,22
South Yorkshire,Tree sparrow,0.17,3.76,23
South Yorkshire,Fieldfare,0.15,4.73,24
South Yorkshire,Pheasant,0.14,5.73,25
South Yorkshire,Waxwing,0.14,1.03,26
South Yorkshire,Nuthatch,0.12,8.79,27
South Yorkshire,Common gull,0.12,2.45,28
South Yorkshire,Siskin,0.11,3.7,29
South Yorkshire,Redpoll,0.09,2.33,30
South Yorkshire,Ring necked parakeet,0.09,4.82,31
South Yorkshire,Jay,0.09,6.06,32
South Yorkshire,Great spotted woodpecker,0.08,7.18,33
South Yorkshire,Mistle thrush,0.08,5.57,34
South Yorkshire,Sparrowhawk,0.07,6.42,35
South Yorkshire,Pied wagtail,0.05,3.57,36
South Yorkshire,Black headed gull,0.05,1.21,37
South Yorkshire,Mallard,0.05,0.51,38
South Yorkshire,Blackcap,0.04,2.94,39
South Yorkshire,Yellowhammer,0.03,0.97,40
South Yorkshire,Reed bunting,0.03,1.18,41
South Yorkshire,Goldcrest,0.02,1.67,42
South Yorkshire,Brambling,0.02,1.18,43
South Yorkshire,Stock dove,0.02,0.97,44
South Yorkshire,Kestrel,0.02,1.58,45
South Yorkshire,Moorhen,0.02,0.88,46
South Yorkshire,Treecreeper,0.02,1.18,47
South Yorkshire,Redwing,0.01,0.42,48
South Yorkshire,Red legged partridge,0.01,0.09,49
South Yorkshire,Linnet,0.01,0.42,50
South Yorkshire,Willow tit,0.01,0.88,51
South Yorkshire,Grey wagtail,0.01,0.94,52
South Yorkshire,Grey heron,0.01,0.79,53
South Yorkshire,Herring gull,0.01,0.36,54
South Yorkshire,Marsh tit,0.01,0.55,55
South Yorkshire,Chiffchaff,0.01,0.36,56
South Yorkshire,Buzzard,0.01,0.45,57
South Yorkshire,Lesser spotted woodpecker,0,0.36,58
South Yorkshire,Grey partridge,0,0.12,59
South Yorkshire,Tawny owl,0,0.24,60
South Yorkshire,Great black backed gull,0,0.12,61
South Yorkshire,Lesser black backed gull,0,0.09,62
South Yorkshire,Green woodpecker,0,0.15,63
South Yorkshire,Lapwing,0,0.03,64
South Yorkshire,Barn owl,0,0.12,65
South Yorkshire,Raven,0,0.03,66
South Yorkshire,Red Kite,0,0.03,67
South Yorkshire,Meadow pipit,0,0.03,68
South Yorkshire,Black redstart,0,0,69
South Yorkshire,Corn bunting,0,0,70
South Yorkshire,Hooded crow,0,0,71
South Yorkshire,Little owl,0,0,72
South Yorkshire,Skylark,0,0,73
Staffordshire,House Sparrow,4.51,69.88,1
Staffordshire,Blackbird,3.36,93.47,2
Staffordshire,Starling,2.78,42.4,3
Staffordshire,Woodpigeon,2.5,74.17,4
Staffordshire,Blue Tit,2.47,77.98,5
Staffordshire,Goldfinch,1.64,33.6,6
Staffordshire,Long tailed tit,1.64,33.39,7
Staffordshire,Chaffinch,1.56,46.88,8
Staffordshire,Great Tit,1.44,56.83,9
Staffordshire,Robin,1.35,82,10
Staffordshire,Collared Dove,1.12,46.73,11
Staffordshire,Dunnock,1.09,50.51,12
Staffordshire,Magpie,0.97,49.37,13
Staffordshire,Coal Tit,0.79,40.75,14
Staffordshire,Greenfinch,0.73,24.94,15
Staffordshire,Carrion crow,0.6,22.39,16
Staffordshire,Feral pigeon,0.58,16.53,17
Staffordshire,Jackdaw,0.51,15.06,18
Staffordshire,Fieldfare,0.29,10.93,19
Staffordshire,Wren,0.27,21.88,20
Staffordshire,Song.Thrush,0.26,20.94,21
Staffordshire,Bullfinch,0.22,10.53,22
Staffordshire,Nuthatch,0.22,14.92,23
Staffordshire,Pheasant,0.21,8.37,24
Staffordshire,Tree sparrow,0.2,4.24,25
Staffordshire,Great spotted woodpecker,0.19,14.77,26
Staffordshire,Common gull,0.17,3.32,27
Staffordshire,Pied wagtail,0.13,8.86,28
Staffordshire,Jay,0.11,7.73,29
Staffordshire,Redpoll,0.1,2.71,30
Staffordshire,Siskin,0.1,3.78,31
Staffordshire,Black headed gull,0.09,1.47,32
Staffordshire,Mistle thrush,0.08,5.89,33
Staffordshire,Ring necked parakeet,0.08,3.46,34
Staffordshire,Rook,0.07,2.16,35
Staffordshire,Reed bunting,0.07,2.86,36
Staffordshire,Sparrowhawk,0.07,6.26,37
Staffordshire,Blackcap,0.06,4.93,38
Staffordshire,Mallard,0.06,1.1,39
Staffordshire,Brambling,0.06,2.68,40
Staffordshire,Buzzard,0.05,3.61,41
Staffordshire,Moorhen,0.03,1.47,42
Staffordshire,Treecreeper,0.03,2.39,43
Staffordshire,Goldcrest,0.03,1.9,44
Staffordshire,Grey wagtail,0.03,2.02,45
Staffordshire,Stock dove,0.03,0.95,46
Staffordshire,Yellowhammer,0.02,0.78,47
Staffordshire,Waxwing,0.02,0.32,48
Staffordshire,Herring gull,0.02,0.49,49
Staffordshire,Grey heron,0.02,1.73,50
Staffordshire,Lesser spotted woodpecker,0.02,1.38,51
Staffordshire,Kestrel,0.02,1.59,52
Staffordshire,Redwing,0.02,0.32,53
Staffordshire,Red legged partridge,0.02,0.03,54
Staffordshire,Marsh tit,0.01,0.95,55
Staffordshire,Willow tit,0.01,0.81,56
Staffordshire,Green woodpecker,0.01,0.78,57
Staffordshire,Raven,0.01,0.4,58
Staffordshire,Linnet,0.01,0.32,59
Staffordshire,Chiffchaff,0.01,0.35,60
Staffordshire,Barn owl,0.01,0.46,61
Staffordshire,Grey partridge,0,0.12,62
Staffordshire,Corn bunting,0,0.23,63
Staffordshire,Tawny owl,0,0.26,64
Staffordshire,Lapwing,0,0.2,65
Staffordshire,Lesser black backed gull,0,0.12,66
Staffordshire,Great black backed gull,0,0.12,67
Staffordshire,Black redstart,0,0.12,68
Staffordshire,Little owl,0,0.12,69
Staffordshire,Meadow pipit,0,0.09,70
Staffordshire,Skylark,0,0.03,71
Staffordshire,Red Kite,0,0.03,72
Staffordshire,Hooded crow,0,0,73
Stirling,Chaffinch,5.31,77.64,1
Stirling,House Sparrow,4.43,67.08,2
Stirling,Blue Tit,3.35,88.56,3
Stirling,Blackbird,2.67,93.49,4
Stirling,Starling,2.46,41.9,5
Stirling,Coal Tit,1.93,66.02,6
Stirling,Great Tit,1.89,66.9,7
Stirling,Robin,1.59,92.61,8
Stirling,Woodpigeon,1.35,59.15,9
Stirling,Dunnock,1.2,58.1,10
Stirling,Carrion crow,1.15,34.08,11
Stirling,Goldfinch,1.06,24.38,12
Stirling,Long tailed tit,1,18.06,13
Stirling,Jackdaw,0.88,26.23,14
Stirling,Collared Dove,0.84,35.56,15
Stirling,Magpie,0.71,40.49,16
Stirling,Greenfinch,0.64,21.65,17
Stirling,Feral pigeon,0.64,15.92,18
Stirling,Siskin,0.58,14.13,19
Stirling,Rook,0.37,7.85,20
Stirling,Tree sparrow,0.31,5.38,21
Stirling,Yellowhammer,0.29,4.93,22
Stirling,Pheasant,0.26,11.88,23
Stirling,Brambling,0.23,7.17,24
Stirling,Common gull,0.23,3.36,25
Stirling,Great spotted woodpecker,0.23,16.82,26
Stirling,Wren,0.16,13.54,27
Stirling,Bullfinch,0.15,6.73,28
Stirling,Mallard,0.12,1.79,29
Stirling,Song.Thrush,0.12,10.16,30
Stirling,Jay,0.07,4.48,31
Stirling,Buzzard,0.07,5.38,32
Stirling,Hooded crow,0.06,2.02,33
Stirling,Pied wagtail,0.06,3.59,34
Stirling,Black headed gull,0.05,1.35,35
Stirling,Treecreeper,0.04,4.26,36
Stirling,Sparrowhawk,0.04,4.26,37
Stirling,Fieldfare,0.04,2.24,38
Stirling,Redpoll,0.03,1.12,39
Stirling,Nuthatch,0.02,1.79,40
Stirling,Mistle thrush,0.02,2.02,41
Stirling,Reed bunting,0.02,1.12,42
Stirling,Ring necked parakeet,0.02,0.45,43
Stirling,Grey heron,0.02,1.35,44
Stirling,Goldcrest,0.02,1.57,45
Stirling,Grey wagtail,0.02,0.9,46
Stirling,Lesser spotted woodpecker,0.02,1.35,47
Stirling,Green woodpecker,0.01,1.12,48
Stirling,Blackcap,0.01,0.67,49
Stirling,Raven,0.01,0.45,50
Stirling,Red Kite,0,0.22,51
Stirling,Stock dove,0,0.22,52
Stirling,Barn owl,0,0.22,53
Stirling,Chiffchaff,0,0.22,54
Stirling,Herring gull,0,0.22,55
Stirling,Kestrel,0,0.22,56
Stirling,Marsh tit,0,0.22,57
Stirling,Black redstart,0,0,58
Stirling,Corn bunting,0,0,59
Stirling,Great black backed gull,0,0,60
Stirling,Grey partridge,0,0,61
Stirling,Lapwing,0,0,62
Stirling,Lesser black backed gull,0,0,63
Stirling,Linnet,0,0,64
Stirling,Little owl,0,0,65
Stirling,Meadow pipit,0,0,66
Stirling,Moorhen,0,0,67
Stirling,Red legged partridge,0,0,68
Stirling,Redwing,0,0,69
Stirling,Skylark,0,0,70
Stirling,Tawny owl,0,0,71
Stirling,Waxwing,0,0,72
Stirling,Willow tit,0,0,73
Suffolk,Blackbird,3.59,94.2,1
Suffolk,House Sparrow,2.96,52.54,2
Suffolk,Blue Tit,2.73,85.81,3
Suffolk,Woodpigeon,2.67,76.53,4
Suffolk,Starling,2.18,41.6,5
Suffolk,Chaffinch,1.98,58.3,6
Suffolk,Collared Dove,1.79,63.83,7
Suffolk,Great Tit,1.63,64.67,8
Suffolk,Long tailed tit,1.6,32.91,9
Suffolk,Goldfinch,1.55,36.04,10
Suffolk,Robin,1.33,82.31,11
Suffolk,Dunnock,1.09,54.77,12
Suffolk,Greenfinch,0.87,29.32,13
Suffolk,Coal Tit,0.56,31.7,14
Suffolk,Feral pigeon,0.55,16.81,15
Suffolk,Magpie,0.53,31.01,16
Suffolk,Fieldfare,0.47,19.45,17
Suffolk,Common gull,0.4,7.16,18
Suffolk,Pheasant,0.39,16.99,19
Suffolk,Carrion crow,0.36,15.13,20
Suffolk,Jackdaw,0.33,11.31,21
Suffolk,Rook,0.33,5.87,22
Suffolk,Black headed gull,0.31,4.72,23
Suffolk,Wren,0.28,24.07,24
Suffolk,Song.Thrush,0.22,18.56,25
Suffolk,Jay,0.15,11.37,26
Suffolk,Mallard,0.14,1.68,27
Suffolk,Great spotted woodpecker,0.14,11.57,28
Suffolk,Pied wagtail,0.14,9.92,29
Suffolk,Moorhen,0.13,6.2,30
Suffolk,Redpoll,0.11,2.51,31
Suffolk,Bullfinch,0.1,5.24,32
Suffolk,Brambling,0.09,2.42,33
Suffolk,Tree sparrow,0.08,2.31,34
Suffolk,Green woodpecker,0.08,6.96,35
Suffolk,Red legged partridge,0.07,0,36
Suffolk,Redwing,0.07,1.48,37
Suffolk,Herring gull,0.06,1.43,38
Suffolk,Yellowhammer,0.05,1.72,39
Suffolk,Ring necked parakeet,0.05,2.51,40
Suffolk,Blackcap,0.05,3.65,41
Suffolk,Siskin,0.04,1.84,42
Suffolk,Mistle thrush,0.04,3.25,43
Suffolk,Sparrowhawk,0.04,4.03,44
Suffolk,Reed bunting,0.04,1.14,45
Suffolk,Waxwing,0.03,0.45,46
Suffolk,Nuthatch,0.03,2.28,47
Suffolk,Stock dove,0.03,1.5,48
Suffolk,Marsh tit,0.03,1.99,49
Suffolk,Goldcrest,0.02,1.57,50
Suffolk,Grey wagtail,0.02,1.39,51
Suffolk,Grey partridge,0.02,0.58,52
Suffolk,Barn owl,0.02,1.77,53
Suffolk,Treecreeper,0.02,1.46,54
Suffolk,Willow tit,0.01,0.92,55
Suffolk,Kestrel,0.01,1.37,56
Suffolk,Grey heron,0.01,1.25,57
Suffolk,Linnet,0.01,0.4,58
Suffolk,Chiffchaff,0.01,0.63,59
Suffolk,Lesser spotted woodpecker,0.01,0.94,60
Suffolk,Buzzard,0.01,0.72,61
Suffolk,Great black backed gull,0.01,0.29,62
Suffolk,Lapwing,0.01,0.29,63
Suffolk,Lesser black backed gull,0.01,0.25,64
Suffolk,Tawny owl,0,0.25,65
Suffolk,Little owl,0,0.2,66
Suffolk,Raven,0,0.07,67
Suffolk,Corn bunting,0,0.11,68
Suffolk,Black redstart,0,0.04,69
Suffolk,Meadow pipit,0,0.04,70
Suffolk,Skylark,0,0.02,71
Suffolk,Hooded crow,0,0,72
Suffolk,Red Kite,0,0,73
Surrey,Blue Tit,3.31,88.58,1
Surrey,Woodpigeon,2.52,78.62,2
Surrey,Blackbird,2.06,86.78,3
Surrey,House Sparrow,1.9,39.1,4
Surrey,Great Tit,1.56,63.22,5
Surrey,Starling,1.52,32.2,6
Surrey,Robin,1.4,85.34,7
Surrey,Magpie,1.3,61.7,8
Surrey,Long tailed tit,1.18,27.84,9
Surrey,Goldfinch,1.11,27.4,10
Surrey,Collared Dove,1.05,43.59,11
Surrey,Chaffinch,1,39.03,12
Surrey,Feral pigeon,0.88,22.24,13
Surrey,Jackdaw,0.79,19.45,14
Surrey,Dunnock,0.73,43.65,15
Surrey,Carrion crow,0.66,29.25,16
Surrey,Coal Tit,0.59,33.39,17
Surrey,Greenfinch,0.51,19.53,18
Surrey,Jay,0.37,25.49,19
Surrey,Nuthatch,0.32,22.45,20
Surrey,Great spotted woodpecker,0.27,21.66,21
Surrey,Song.Thrush,0.24,19.78,22
Surrey,Siskin,0.22,7.17,23
Surrey,Wren,0.18,15.67,24
Surrey,Fieldfare,0.16,4.92,25
Surrey,Common gull,0.15,3.51,26
Surrey,Redpoll,0.11,2.87,27
Surrey,Pheasant,0.1,4.11,28
Surrey,Bullfinch,0.1,4.55,29
Surrey,Mallard,0.1,1.24,30
Surrey,Pied wagtail,0.08,5.59,31
Surrey,Blackcap,0.08,6.19,32
Surrey,Green woodpecker,0.07,6.19,33
Surrey,Ring necked parakeet,0.06,1.24,34
Surrey,Rook,0.05,1.78,35
Surrey,Tree sparrow,0.05,1.41,36
Surrey,Black headed gull,0.04,1.06,37
Surrey,Goldcrest,0.04,3.36,38
Surrey,Moorhen,0.04,1.91,39
Surrey,Grey wagtail,0.03,1.88,40
Surrey,Stock dove,0.03,1.28,41
Surrey,Lesser spotted woodpecker,0.03,2.52,42
Surrey,Herring gull,0.03,0.44,43
Surrey,Sparrowhawk,0.03,2.63,44
Surrey,Mistle thrush,0.02,1.83,45
Surrey,Grey heron,0.02,2.16,46
Surrey,Waxwing,0.02,0.12,47
Surrey,Marsh tit,0.01,0.82,48
Surrey,Brambling,0.01,0.76,49
Surrey,Treecreeper,0.01,1.14,50
Surrey,Linnet,0.01,0.37,51
Surrey,Buzzard,0.01,0.87,52
Surrey,Reed bunting,0.01,0.32,53
Surrey,Skylark,0.01,0.03,54
Surrey,Chiffchaff,0.01,0.29,55
Surrey,Red Kite,0.01,0.47,56
Surrey,Willow tit,0.01,0.42,57
Surrey,Kestrel,0.01,0.49,58
Surrey,Great black backed gull,0,0.07,59
Surrey,Raven,0,0.2,60
Surrey,Yellowhammer,0,0.08,61
Surrey,Red legged partridge,0,13.51,62
Surrey,Redwing,0,0.12,63
Surrey,Lesser black backed gull,0,0.03,64
Surrey,Corn bunting,0,0.07,65
Surrey,Tawny owl,0,0.08,66
Surrey,Lapwing,0,0.05,67
Surrey,Barn owl,0,0.08,68
Surrey,Black redstart,0,0.03,69
Surrey,Grey partridge,0,0.02,70
Surrey,Little owl,0,0.02,71
Surrey,Hooded crow,0,0,72
Surrey,Meadow pipit,0,0,73
Swansea,House Sparrow,4.57,70.75,1
Swansea,Starling,4.36,49.77,2
Swansea,Blue Tit,3.1,82.75,3
Swansea,Blackbird,2.51,92.07,4
Swansea,Jackdaw,2.06,41.29,5
Swansea,Chaffinch,2.03,53.85,6
Swansea,Great Tit,1.41,54.78,7
Swansea,Magpie,1.41,62.35,8
Swansea,Robin,1.29,83.45,9
Swansea,Long tailed tit,1.28,26.54,10
Swansea,Goldfinch,1.1,22.01,11
Swansea,Woodpigeon,1.09,48.37,12
Swansea,Collared Dove,1.06,46.62,13
Swansea,Coal Tit,0.89,46.04,14
Swansea,Dunnock,0.85,43.71,15
Swansea,Carrion crow,0.66,25.48,16
Swansea,Feral pigeon,0.57,14.19,17
Swansea,Song.Thrush,0.49,39.97,18
Swansea,Greenfinch,0.47,15.38,19
Swansea,Common gull,0.44,9.68,20
Swansea,Nuthatch,0.37,22.58,21
Swansea,Wren,0.3,23.3,22
Swansea,Bullfinch,0.3,12.9,23
Swansea,Jay,0.28,18.39,24
Swansea,Black headed gull,0.22,5.65,25
Swansea,Ring necked parakeet,0.21,2.1,26
Swansea,Great spotted woodpecker,0.17,14.19,27
Swansea,Herring gull,0.16,4.68,28
Swansea,Siskin,0.13,4.35,29
Swansea,Pied wagtail,0.12,7.9,30
Swansea,Fieldfare,0.12,1.45,31
Swansea,Rook,0.11,3.06,32
Swansea,Blackcap,0.11,8.55,33
Swansea,Mistle thrush,0.08,6.13,34
Swansea,Tree sparrow,0.08,2.58,35
Swansea,Buzzard,0.08,5,36
Swansea,Lapwing,0.06,0.16,37
Swansea,Black redstart,0.05,0.16,38
Swansea,Redpoll,0.05,0.97,39
Swansea,Marsh tit,0.04,2.42,40
Swansea,Chiffchaff,0.04,0.97,41
Swansea,Red Kite,0.04,2.9,42
Swansea,Grey wagtail,0.03,2.1,43
Swansea,Lesser spotted woodpecker,0.03,2.58,44
Swansea,Pheasant,0.03,1.77,45
Swansea,Reed bunting,0.03,0.97,46
Swansea,Mallard,0.03,0.97,47
Swansea,Sparrowhawk,0.02,2.26,48
Swansea,Green woodpecker,0.02,1.45,49
Swansea,Raven,0.02,0.81,50
Swansea,Goldcrest,0.01,1.29,51
Swansea,Grey heron,0.01,1.13,52
Swansea,Moorhen,0.01,0.48,53
Swansea,Treecreeper,0.01,1.13,54
Swansea,Brambling,0.01,0.81,55
Swansea,Great black backed gull,0.01,0.16,56
Swansea,Willow tit,0.01,0.65,57
Swansea,Yellowhammer,0,0.32,58
Swansea,Barn owl,0,0.16,59
Swansea,Kestrel,0,0.16,60
Swansea,Lesser black backed gull,0,0.16,61
Swansea,Corn bunting,0,0.16,62
Swansea,Little owl,0,0.16,63
Swansea,Stock dove,0,0.16,64
Swansea,Tawny owl,0,0.16,65
Swansea,Waxwing,0,0.16,66
Swansea,Grey partridge,0,0,67
Swansea,Hooded crow,0,0,68
Swansea,Linnet,0,0,69
Swansea,Meadow pipit,0,0,70
Swansea,Red legged partridge,0,0,71
Swansea,Redwing,0,0,72
Swansea,Skylark,0,0,73
Tees Valley,Starling,3.98,45.62,1
Tees Valley,House Sparrow,3.77,60.16,2
Tees Valley,Blackbird,3.33,92.73,3
Tees Valley,Blue Tit,2.16,73.03,4
Tees Valley,Woodpigeon,2.07,66.43,5
Tees Valley,Collared Dove,1.13,46.48,6
Tees Valley,Long tailed tit,1.11,21.17,7
Tees Valley,Chaffinch,1.1,37.19,8
Tees Valley,Goldfinch,1.03,23.02,9
Tees Valley,Great Tit,1.02,45.47,10
Tees Valley,Robin,0.98,71.63,11
Tees Valley,Dunnock,0.94,46.48,12
Tees Valley,Coal Tit,0.92,43.64,13
Tees Valley,Feral pigeon,0.88,23.78,14
Tees Valley,Magpie,0.78,39.64,15
Tees Valley,Carrion crow,0.5,20.42,16
Tees Valley,Greenfinch,0.48,17.39,17
Tees Valley,Jackdaw,0.46,15.22,18
Tees Valley,Common gull,0.37,8.04,19
Tees Valley,Wren,0.24,19.06,20
Tees Valley,Tree sparrow,0.24,4.61,21
Tees Valley,Bullfinch,0.19,7.77,22
Tees Valley,Black headed gull,0.18,3.1,23
Tees Valley,Song.Thrush,0.15,12.07,24
Tees Valley,Pheasant,0.14,5.86,25
Tees Valley,Herring gull,0.12,3.29,26
Tees Valley,Rook,0.12,2.57,27
Tees Valley,Fieldfare,0.1,5.73,28
Tees Valley,Great spotted woodpecker,0.1,8.43,29
Tees Valley,Ring necked parakeet,0.1,3.89,30
Tees Valley,Waxwing,0.09,0.86,31
Tees Valley,Sparrowhawk,0.06,6.26,32
Tees Valley,Yellowhammer,0.05,1.71,33
Tees Valley,Mallard,0.05,0.92,34
Tees Valley,Siskin,0.05,2.37,35
Tees Valley,Jay,0.05,3.03,36
Tees Valley,Nuthatch,0.05,3.1,37
Tees Valley,Reed bunting,0.03,1.05,38
Tees Valley,Stock dove,0.03,1.12,39
Tees Valley,Moorhen,0.02,1.25,40
Tees Valley,Mistle thrush,0.02,1.71,41
Tees Valley,Blackcap,0.02,1.38,42
Tees Valley,Pied wagtail,0.02,1.52,43
Tees Valley,Treecreeper,0.02,1.45,44
Tees Valley,Goldcrest,0.02,1.38,45
Tees Valley,Marsh tit,0.02,0.99,46
Tees Valley,Brambling,0.02,1.12,47
Tees Valley,Kestrel,0.01,0.99,48
Tees Valley,Willow tit,0.01,0.53,49
Tees Valley,Lesser spotted woodpecker,0.01,0.79,50
Tees Valley,Red legged partridge,0.01,0.46,51
Tees Valley,Redwing,0.01,0.2,52
Tees Valley,Grey heron,0.01,0.53,53
Tees Valley,Linnet,0.01,0.26,54
Tees Valley,Raven,0.01,0.2,55
Tees Valley,Grey wagtail,0.01,0.53,56
Tees Valley,Hooded crow,0,0.26,57
Tees Valley,Green woodpecker,0,0.26,58
Tees Valley,Buzzard,0,0.2,59
Tees Valley,Redpoll,0,0.07,60
Tees Valley,Skylark,0,0.07,61
Tees Valley,Chiffchaff,0,0.13,62
Tees Valley,Corn bunting,0,0.07,63
Tees Valley,Tawny owl,0,0.13,64
Tees Valley,Barn owl,0,0,65
Tees Valley,Black redstart,0,0,66
Tees Valley,Great black backed gull,0,0,67
Tees Valley,Grey partridge,0,0,68
Tees Valley,Lapwing,0,0,69
Tees Valley,Lesser black backed gull,0,0,70
Tees Valley,Little owl,0,0,71
Tees Valley,Meadow pipit,0,0,72
Tees Valley,Red Kite,0,0,73
The Vale of Glamorgan,House Sparrow,4.83,70.03,1
The Vale of Glamorgan,Blackbird,2.81,91.81,2
The Vale of Glamorgan,Blue Tit,2.71,79.24,3
The Vale of Glamorgan,Starling,1.97,34.8,4
The Vale of Glamorgan,Chaffinch,1.71,49.42,5
The Vale of Glamorgan,Long tailed tit,1.43,32.99,6
The Vale of Glamorgan,Magpie,1.37,60.09,7
The Vale of Glamorgan,Great Tit,1.33,52.63,8
The Vale of Glamorgan,Jackdaw,1.24,30.74,9
The Vale of Glamorgan,Robin,1.15,76.9,10
The Vale of Glamorgan,Goldfinch,1.11,23.24,11
The Vale of Glamorgan,Woodpigeon,0.99,45.47,12
The Vale of Glamorgan,Collared Dove,0.94,40.5,13
The Vale of Glamorgan,Carrion crow,0.87,29.92,14
The Vale of Glamorgan,Dunnock,0.73,40.94,15
The Vale of Glamorgan,Coal Tit,0.71,37.87,16
The Vale of Glamorgan,Ring necked parakeet,0.6,9.02,17
The Vale of Glamorgan,Feral pigeon,0.56,18.44,18
The Vale of Glamorgan,Common gull,0.55,11.07,19
The Vale of Glamorgan,Greenfinch,0.44,16.52,20
The Vale of Glamorgan,Song.Thrush,0.42,31.74,21
The Vale of Glamorgan,Wren,0.28,25.52,22
The Vale of Glamorgan,Fieldfare,0.25,3.89,23
The Vale of Glamorgan,Lapwing,0.23,0.41,24
The Vale of Glamorgan,Nuthatch,0.18,12.91,25
The Vale of Glamorgan,Jay,0.17,11.68,26
The Vale of Glamorgan,Pied wagtail,0.15,10.04,27
The Vale of Glamorgan,Tree sparrow,0.15,3.28,28
The Vale of Glamorgan,Great spotted woodpecker,0.15,12.3,29
The Vale of Glamorgan,Herring gull,0.14,3.48,30
The Vale of Glamorgan,Blackcap,0.13,9.84,31
The Vale of Glamorgan,Mallard,0.08,1.43,32
The Vale of Glamorgan,Rook,0.08,2.87,33
The Vale of Glamorgan,Bullfinch,0.06,4.3,34
The Vale of Glamorgan,Black headed gull,0.05,1.43,35
The Vale of Glamorgan,Grey wagtail,0.05,3.48,36
The Vale of Glamorgan,Buzzard,0.05,3.28,37
The Vale of Glamorgan,Mistle thrush,0.05,4.1,38
The Vale of Glamorgan,Pheasant,0.05,3.48,39
The Vale of Glamorgan,Sparrowhawk,0.03,3.07,40
The Vale of Glamorgan,Reed bunting,0.03,1.23,41
The Vale of Glamorgan,Chiffchaff,0.02,0.61,42
The Vale of Glamorgan,Goldcrest,0.02,1.23,43
The Vale of Glamorgan,Green woodpecker,0.02,2.05,44
The Vale of Glamorgan,Siskin,0.02,1.84,45
The Vale of Glamorgan,Brambling,0.02,0.82,46
The Vale of Glamorgan,Lesser black backed gull,0.02,0.82,47
The Vale of Glamorgan,Treecreeper,0.01,1.23,48
The Vale of Glamorgan,Grey heron,0.01,1.02,49
The Vale of Glamorgan,Lesser spotted woodpecker,0.01,1.23,50
The Vale of Glamorgan,Stock dove,0.01,0.41,51
The Vale of Glamorgan,Kestrel,0.01,1.02,52
The Vale of Glamorgan,Raven,0.01,0.82,53
The Vale of Glamorgan,Yellowhammer,0.01,0.61,54
The Vale of Glamorgan,Marsh tit,0.01,0.41,55
The Vale of Glamorgan,Willow tit,0.01,0.2,56
The Vale of Glamorgan,Moorhen,0,0.2,57
The Vale of Glamorgan,Corn bunting,0,0.2,58
The Vale of Glamorgan,Little owl,0,0.2,59
The Vale of Glamorgan,Red Kite,0,0.2,60
The Vale of Glamorgan,Skylark,0,0.2,61
The Vale of Glamorgan,Barn owl,0,0,62
The Vale of Glamorgan,Black redstart,0,0,63
The Vale of Glamorgan,Great black backed gull,0,0,64
The Vale of Glamorgan,Grey partridge,0,0,65
The Vale of Glamorgan,Hooded crow,0,0,66
The Vale of Glamorgan,Linnet,0,0,67
The Vale of Glamorgan,Meadow pipit,0,0,68
The Vale of Glamorgan,Red legged partridge,0,0,69
The Vale of Glamorgan,Redpoll,0,0,70
The Vale of Glamorgan,Redwing,0,0,71
The Vale of Glamorgan,Tawny owl,0,0,72
The Vale of Glamorgan,Waxwing,0,0,73
Torfaen,House Sparrow,4.39,62.21,1
Torfaen,Blue Tit,3.13,79.01,2
Torfaen,Blackbird,3.03,89.31,3
Torfaen,Great Tit,1.6,54.2,4
Torfaen,Starling,1.47,30.53,5
Torfaen,Long tailed tit,1.45,28.35,6
Torfaen,Robin,1.39,81.68,7
Torfaen,Woodpigeon,1.23,55.34,8
Torfaen,Magpie,1.17,55.73,9
Torfaen,Chaffinch,1.1,41.6,10
Torfaen,Coal Tit,0.96,41.22,11
Torfaen,Collared Dove,0.93,41.98,12
Torfaen,Goldfinch,0.89,16.49,13
Torfaen,Dunnock,0.79,35.11,14
Torfaen,Jackdaw,0.65,20,15
Torfaen,Greenfinch,0.47,15.65,16
Torfaen,Carrion crow,0.46,16.92,17
Torfaen,Song.Thrush,0.44,30.41,18
Torfaen,Tree sparrow,0.36,4.62,19
Torfaen,Wren,0.32,23.2,20
Torfaen,Nuthatch,0.29,17.95,21
Torfaen,Siskin,0.26,5.13,22
Torfaen,Jay,0.24,16.92,23
Torfaen,Feral pigeon,0.23,10.26,24
Torfaen,Bullfinch,0.21,9.23,25
Torfaen,Common gull,0.14,5.64,26
Torfaen,Pied wagtail,0.13,9.74,27
Torfaen,Great spotted woodpecker,0.12,11.28,28
Torfaen,Mistle thrush,0.1,6.67,29
Torfaen,Rook,0.08,3.08,30
Torfaen,Blackcap,0.06,5.13,31
Torfaen,Sparrowhawk,0.06,6.15,32
Torfaen,Buzzard,0.06,4.62,33
Torfaen,Goldcrest,0.05,4.62,34
Torfaen,Redpoll,0.04,0.51,35
Torfaen,Herring gull,0.03,1.03,36
Torfaen,Lesser black backed gull,0.03,1.03,37
Torfaen,Waxwing,0.03,1.03,38
Torfaen,Willow tit,0.03,1.03,39
Torfaen,Black headed gull,0.02,0.51,40
Torfaen,Grey wagtail,0.02,1.03,41
Torfaen,Hooded crow,0.02,1.03,42
Torfaen,Brambling,0.02,1.03,43
Torfaen,Kestrel,0.02,1.03,44
Torfaen,Marsh tit,0.02,0.51,45
Torfaen,Ring necked parakeet,0.02,1.03,46
Torfaen,Treecreeper,0.02,1.03,47
