Old County and GOR etc,Species,Mean,Rank,% gardens,
Denbighshire,Skylark,0.00,71,0.0,
Denbighshire,Stock_dove,0.00,72,0.0,
Denbighshire,Tawny_owl,0.00,73,0.0,
Denbighshire,Teal,0.00,74,0.0,
Denbighshire,Tufted_duck,0.00,75,0.0,
Denbighshire,Waxwing,0.00,76,0.0,
Denbighshire,Wigeon,0.00,77,0.0,
Denbighshire,Willow_tit,0.00,78,0.0,
Denbighshire,Yellowhammer,0.00,79,0.0,
Derbyshire,House_sparrow,4.12,1,62.6,
Derbyshire,Blackbird,2.77,2,91.4,
Derbyshire,Blue_tit,2.46,3,75.5,
Derbyshire,Starling,2.44,4,31.6,
Derbyshire,Woodpigeon,2.16,5,76.1,
Derbyshire,Goldfinch,1.99,6,34.7,
Derbyshire,Long_tailed_tit,1.52,7,31.0,
Derbyshire,Great_tit,1.45,8,56.7,
Derbyshire,Robin,1.37,9,83.1,
Derbyshire,Chaffinch,1.30,10,40.9,
Derbyshire,Collared_dove,1.11,11,44.5,
Derbyshire,Dunnock,1.06,12,52.6,
Derbyshire,Magpie,1.05,13,52.7,
Derbyshire,Jackdaw,0.77,14,18.0,
Derbyshire,Coal_tit,0.75,15,38.9,
Derbyshire,Greenfinch,0.53,16,20.5,
Derbyshire,Carrion_crow,0.52,17,20.9,
Derbyshire,Feral_pigeon,0.45,18,13.4,
Derbyshire,Wren,0.34,19,30.1,
Derbyshire,Bullfinch,0.25,20,12.4,
Derbyshire,Common_gull,0.20,21,3.9,
Derbyshire,Pheasant,0.18,22,8.8,
Derbyshire,Rook,0.16,23,4.3,
Derbyshire,Great_spotted_woodpecker,0.15,24,12.6,
Derbyshire,Nuthatch,0.10,25,7.3,
Derbyshire,Jay,0.07,26,5.1,
Derbyshire,Siskin,0.06,27,2.4,
Derbyshire,Song_thrush,0.03,28,2.8,
Derbyshire,Tree_sparrow,0.03,29,0.9,
Derbyshire,Redpoll,0.02,30,0.9,
Derbyshire,Sparrowhawk,0.02,31,1.8,
Derbyshire,Blackcap,0.02,32,1.4,
Derbyshire,Goldcrest,0.02,33,1.4,
Derbyshire,Black_headed_gull ,0.01,34,0.6,
Derbyshire,Mistle_thrush,0.01,35,1.0,
Derbyshire,Pied_wagtail,0.01,36,0.8,
Derbyshire,Mallard,0.01,37,0.3,
Derbyshire,Redwing,0.01,38,0.3,
Derbyshire,Treecreeper,0.01,39,0.8,
Derbyshire,Buzzard,0.01,40,0.6,
Derbyshire,Fieldfare,0.01,41,0.3,
Derbyshire,Reed_bunting,0.01,42,0.4,
Derbyshire,Stock_dove,0.01,43,0.3,
Derbyshire,Brambling,0.01,44,0.4,
Derbyshire,Grey_heron,0.00,45,0.4,
Derbyshire,Yellowhammer,0.00,46,0.2,
Derbyshire,Kestrel,0.00,47,0.4,
Derbyshire,Moorhen,0.00,48,0.2,
Derbyshire,Grey_wagtail,0.00,49,0.3,
Derbyshire,Marsh_tit,0.00,50,0.2,
Derbyshire,Willow_tit,0.00,51,0.2,
Derbyshire,Herring_gull,0.00,52,0.1,
Derbyshire,Tawny_owl,0.00,53,0.1,
Derbyshire,Linnet,0.00,54,0.1,
Derbyshire,Corn_bunting,0.00,55,0.1,
Derbyshire,Lesser_spotted_woodpecker,0.00,56,0.1,
Derbyshire,Green_woodpecker,0.00,57,0.1,
Derbyshire,Hooded_crow,0.00,58,0.1,
Derbyshire,Red_legged_partridge,0.00,59,0.0,
Derbyshire,Little_owl,0.00,60,0.0,
Derbyshire,Chiffchaff,0.00,61,0.0,
Derbyshire,Barn_owl,0.00,62,0.0,
Derbyshire,Black_redstart,0.00,63,0.0,
Derbyshire,Gadwall,0.00,64,0.0,
Derbyshire,Great_black_backed_gull,0.00,65,0.0,
Derbyshire,Great_crested_grebe,0.00,66,0.0,
Derbyshire,Grey_partridge,0.00,67,0.0,
Derbyshire,Lapwing,0.00,68,0.0,
Derbyshire,Lesser_black_backed_gull,0.00,69,0.0,
Derbyshire,Meadow_pipit,0.00,70,0.0,
Derbyshire,Mute_swan,0.00,71,0.0,
Derbyshire,Raven,0.00,72,0.0,
Derbyshire,Red_kite,0.00,73,0.0,
Derbyshire,Ring_necked_parakeet,0.00,74,0.0,
Derbyshire,Skylark,0.00,75,0.0,
Derbyshire,Teal,0.00,76,0.0,
Derbyshire,Tufted_duck,0.00,77,0.0,
Derbyshire,Waxwing,0.00,78,0.0,
Derbyshire,Wigeon,0.00,79,0.0,
Devon,House_sparrow,4.63,1,67.4,
Devon,Blue_tit,3.13,2,78.1,
Devon,Chaffinch,2.39,3,56.7,
Devon,Blackbird,2.20,4,86.6,
Devon,Goldfinch,2.12,5,37.4,
Devon,Woodpigeon,1.92,6,72.7,
Devon,Starling,1.84,7,22.8,
Devon,Great_tit,1.81,8,64.2,
Devon,Long_tailed_tit,1.60,9,34.6,
Devon,Robin,1.43,10,84.5,
Devon,Coal_tit,1.06,11,48.7,
Devon,Dunnock,0.96,12,47.7,
Devon,Magpie,0.93,13,45.8,
Devon,Greenfinch,0.74,14,25.5,
Devon,Jackdaw,0.71,15,19.3,
Devon,Carrion_crow,0.67,16,26.3,
Devon,Collared_dove,0.66,17,28.6,
Devon,Common_gull,0.45,18,12.3,
Devon,Wren,0.41,19,34.2,
Devon,Feral_pigeon,0.39,20,10.9,
Devon,Pheasant,0.34,21,14.7,
Devon,Rook,0.34,22,9.2,
Devon,Great_spotted_woodpecker,0.27,23,21.3,
Devon,Bullfinch,0.24,24,12.2,
Devon,Nuthatch,0.15,25,11.2,
Devon,Siskin,0.12,26,3.7,
Devon,Jay,0.11,27,7.9,
Devon,Herring_gull,0.07,28,2.9,
Devon,Blackcap,0.07,29,5.2,
Devon,Song_thrush,0.04,30,3.2,
Devon,Pied_wagtail,0.03,31,2.4,
Devon,Goldcrest,0.03,32,2.1,
Devon,Marsh_tit,0.02,33,1.8,
Devon,Buzzard,0.02,34,1.4,
Devon,Sparrowhawk,0.02,35,1.6,
Devon,Tree_sparrow,0.02,36,0.5,
Devon,Fieldfare,0.01,37,0.5,
Devon,Black_headed_gull ,0.01,38,0.3,
Devon,Mistle_thrush,0.01,39,0.7,
Devon,Redwing,0.01,40,0.3,
Devon,Treecreeper,0.01,41,0.6,
Devon,Yellowhammer,0.01,42,0.3,
Devon,Brambling,0.01,43,0.5,
Devon,Willow_tit,0.01,44,0.6,
Devon,Mallard,0.00,45,0.2,
Devon,Moorhen,0.00,46,0.3,
Devon,Grey_wagtail,0.00,47,0.3,
Devon,Green_woodpecker,0.00,48,0.3,
Devon,Redpoll,0.00,49,0.2,
Devon,Kestrel,0.00,50,0.3,
Devon,Chiffchaff,0.00,51,0.2,
Devon,Raven,0.00,52,0.2,
Devon,Reed_bunting,0.00,53,0.1,
Devon,Lesser_spotted_woodpecker,0.00,54,0.2,
Devon,Stock_dove,0.00,55,0.1,
Devon,Grey_heron,0.00,56,0.2,
Devon,Barn_owl,0.00,57,0.1,
Devon,Tawny_owl,0.00,58,0.1,
Devon,Great_black_backed_gull,0.00,59,0.0,
Devon,Linnet,0.00,60,0.0,
Devon,Black_redstart,0.00,61,0.0,
Devon,Corn_bunting,0.00,62,0.0,
Devon,Hooded_crow,0.00,63,0.0,
Devon,Little_owl,0.00,64,0.0,
Devon,Ring_necked_parakeet,0.00,65,0.0,
Devon,Skylark,0.00,66,0.0,
Devon,Gadwall,0.00,67,0.0,
Devon,Great_crested_grebe,0.00,68,0.0,
Devon,Grey_partridge,0.00,69,0.0,
Devon,Lapwing,0.00,70,0.0,
Devon,Lesser_black_backed_gull,0.00,71,0.0,
Devon,Meadow_pipit,0.00,72,0.0,
Devon,Mute_swan,0.00,73,0.0,
Devon,Red_kite,0.00,74,0.0,
Devon,Red_legged_partridge,0.00,75,0.0,
Devon,Teal,0.00,76,0.0,
Devon,Tufted_duck,0.00,77,0.0,
Devon,Waxwing,0.00,78,0.0,
Devon,Wigeon,0.00,79,0.0,
Dorset,House_sparrow,4.36,1,61.2,
Dorset,Starling,2.43,2,32.5,
Dorset,Woodpigeon,2.43,3,82.5,
Dorset,Blue_tit,2.26,4,73.5,
Dorset,Blackbird,2.12,5,86.7,
Dorset,Goldfinch,1.78,6,32.7,
Dorset,Long_tailed_tit,1.56,7,34.1,
Dorset,Chaffinch,1.54,8,42.6,
Dorset,Great_tit,1.51,9,59.7,
Dorset,Robin,1.44,10,85.2,
Dorset,Magpie,0.91,11,46.4,
Dorset,Dunnock,0.89,12,46.3,
Dorset,Jackdaw,0.80,13,21.7,
Dorset,Collared_dove,0.74,14,31.5,
Dorset,Coal_tit,0.66,15,34.6,
Dorset,Greenfinch,0.64,16,21.3,
Dorset,Carrion_crow,0.60,17,26.3,
Dorset,Common_gull,0.45,18,10.2,
Dorset,Feral_pigeon,0.42,19,12.2,
Dorset,Rook,0.36,20,9.5,
Dorset,Wren,0.34,21,29.4,
Dorset,Great_spotted_woodpecker,0.23,22,18.5,
Dorset,Pheasant,0.16,23,8.5,
Dorset,Bullfinch,0.15,24,7.8,
Dorset,Jay,0.11,25,8.5,
Dorset,Nuthatch,0.09,26,6.1,
Dorset,Siskin,0.08,27,2.4,
Dorset,Herring_gull,0.05,28,2.1,
Dorset,Blackcap,0.04,29,3.6,
Dorset,Song_thrush,0.04,30,3.2,
Dorset,Goldcrest,0.03,31,2.5,
Dorset,Black_headed_gull ,0.02,32,0.7,
Dorset,Tree_sparrow,0.02,33,0.6,
Dorset,Sparrowhawk,0.01,34,1.5,
Dorset,Pied_wagtail,0.01,35,1.1,
Dorset,Buzzard,0.01,36,1.0,
Dorset,Green_woodpecker,0.01,37,1.2,
Dorset,Fieldfare,0.01,38,0.5,
Dorset,Marsh_tit,0.01,39,0.6,
Dorset,Treecreeper,0.01,40,0.6,
Dorset,Redpoll,0.01,41,0.4,
Dorset,Yellowhammer,0.01,42,0.3,
Dorset,Moorhen,0.01,43,0.4,
Dorset,Mallard,0.00,44,0.2,
Dorset,Stock_dove,0.00,45,0.3,
Dorset,Reed_bunting,0.00,46,0.2,
Dorset,Grey_heron,0.00,47,0.4,
Dorset,Brambling,0.00,48,0.3,
Dorset,Mistle_thrush,0.00,49,0.4,
Dorset,Grey_wagtail,0.00,50,0.4,
Dorset,Kestrel,0.00,51,0.4,
Dorset,Lesser_spotted_woodpecker,0.00,52,0.2,
Dorset,Red_kite,0.00,53,0.1,
Dorset,Redwing,0.00,54,0.1,
Dorset,Chiffchaff,0.00,55,0.2,
Dorset,Raven,0.00,56,0.1,
Dorset,Willow_tit,0.00,57,0.1,
Dorset,Lesser_black_backed_gull,0.00,58,0.1,
Dorset,Black_redstart,0.00,59,0.1,
Dorset,Great_black_backed_gull,0.00,60,0.1,
Dorset,Barn_owl,0.00,61,0.0,
Dorset,Corn_bunting,0.00,62,0.0,
Dorset,Gadwall,0.00,63,0.0,
Dorset,Great_crested_grebe,0.00,64,0.0,
Dorset,Grey_partridge,0.00,65,0.0,
Dorset,Hooded_crow,0.00,66,0.0,
Dorset,Lapwing,0.00,67,0.0,
Dorset,Linnet,0.00,68,0.0,
Dorset,Little_owl,0.00,69,0.0,
Dorset,Meadow_pipit,0.00,70,0.0,
Dorset,Mute_swan,0.00,71,0.0,
Dorset,Red_legged_partridge,0.00,72,0.0,
Dorset,Ring_necked_parakeet,0.00,73,0.0,
Dorset,Skylark,0.00,74,0.0,
Dorset,Tawny_owl,0.00,75,0.0,
Dorset,Teal,0.00,76,0.0,
Dorset,Tufted_duck,0.00,77,0.0,
Dorset,Waxwing,0.00,78,0.0,
Dorset,Wigeon,0.00,79,0.0,
Down,Starling,5.71,1,65.3,
Down,House_sparrow,5.61,2,68.7,
Down,Chaffinch,3.19,3,62.2,
Down,Blackbird,2.52,4,90.2,
Down,Goldfinch,2.34,5,34.5,
Down,Blue_tit,2.32,6,72.5,
Down,Great_tit,2.00,7,62.9,
Down,Robin,1.73,8,91.0,
Down,Magpie,1.52,9,65.5,
Down,Woodpigeon,1.47,10,53.3,
Down,Collared_dove,1.40,11,49.7,
Down,Coal_tit,1.36,12,53.1,
Down,Jackdaw,1.09,13,32.3,
Down,Carrion_crow,1.00,14,25.0,
Down,Rook,0.90,15,21.9,
Down,Dunnock,0.68,16,37.6,
Down,Greenfinch,0.62,17,21.8,
Down,Common_gull,0.60,18,11.3,
Down,Long_tailed_tit,0.57,19,14.3,
Down,Feral_pigeon,0.55,20,14.7,
Down,Wren,0.31,21,25.0,
Down,Bullfinch,0.18,22,8.9,
Down,Jay,0.15,23,10.5,
Down,Pheasant,0.12,24,6.4,
Down,Siskin,0.08,25,3.1,
Down,Blackcap,0.08,26,6.4,
Down,Tree_sparrow,0.08,27,2.2,
Down,Song_thrush,0.07,28,5.8,
Down,Pied_wagtail,0.04,29,3.4,
Down,Black_headed_gull ,0.04,30,1.3,
Down,Herring_gull,0.04,31,1.3,
Down,Redpoll,0.03,32,1.5,
Down,Mistle_thrush,0.02,33,1.6,
Down,Buzzard,0.02,34,1.6,
Down,Sparrowhawk,0.01,35,1.3,
Down,Fieldfare,0.01,36,0.1,
Down,Hooded_crow,0.01,37,0.9,
Down,Goldcrest,0.00,38,0.3,
Down,Great_spotted_woodpecker,0.00,39,0.3,
Down,Grey_heron,0.00,40,0.4,
Down,Nuthatch,0.00,41,0.3,
Down,Brambling,0.00,42,0.3,
Down,Grey_wagtail,0.00,43,0.3,
Down,Kestrel,0.00,44,0.3,
Down,Mallard,0.00,45,0.1,
Down,Moorhen,0.00,46,0.3,
Down,Red_kite,0.00,47,0.1,
Down,Linnet,0.00,48,0.1,
Down,Black_redstart,0.00,49,0.1,
Down,Green_woodpecker,0.00,50,0.1,
Down,Marsh_tit,0.00,51,0.1,
Down,Treecreeper,0.00,52,0.1,
Down,Barn_owl,0.00,53,0.0,
Down,Chiffchaff,0.00,54,0.0,
Down,Corn_bunting,0.00,55,0.0,
Down,Gadwall,0.00,56,0.0,
Down,Great_black_backed_gull,0.00,57,0.0,
Down,Great_crested_grebe,0.00,58,0.0,
Down,Grey_partridge,0.00,59,0.0,
Down,Lapwing,0.00,60,0.0,
Down,Lesser_black_backed_gull,0.00,61,0.0,
Down,Lesser_spotted_woodpecker,0.00,62,0.0,
Down,Little_owl,0.00,63,0.0,
Down,Meadow_pipit,0.00,64,0.0,
Down,Mute_swan,0.00,65,0.0,
Down,Raven,0.00,66,0.0,
Down,Red_legged_partridge,0.00,67,0.0,
Down,Redwing,0.00,68,0.0,
Down,Reed_bunting,0.00,69,0.0,
Down,Ring_necked_parakeet,0.00,70,0.0,
Down,Skylark,0.00,71,0.0,
Down,Stock_dove,0.00,72,0.0,
Down,Tawny_owl,0.00,73,0.0,
Down,Teal,0.00,74,0.0,
Down,Tufted_duck,0.00,75,0.0,
Down,Waxwing,0.00,76,0.0,
Down,Wigeon,0.00,77,0.0,
Down,Willow_tit,0.00,78,0.0,
Down,Yellowhammer,0.00,79,0.0,
Dumfries and Galloway,Chaffinch,7.64,1,83.1,
Dumfries and Galloway,House_sparrow,7.36,2,79.9,
Dumfries and Galloway,Starling,4.04,3,44.4,
Dumfries and Galloway,Blue_tit,3.33,4,80.8,
Dumfries and Galloway,Blackbird,3.15,5,91.9,
Dumfries and Galloway,Great_tit,2.34,6,69.9,
Dumfries and Galloway,Robin,1.74,7,93.6,
Dumfries and Galloway,Coal_tit,1.73,8,60.8,
Dumfries and Galloway,Woodpigeon,1.63,9,54.7,
Dumfries and Galloway,Goldfinch,1.52,10,31.4,
Dumfries and Galloway,Collared_dove,1.30,11,44.7,
Dumfries and Galloway,Dunnock,1.20,12,55.1,
Dumfries and Galloway,Jackdaw,1.06,13,25.7,
Dumfries and Galloway,Carrion_crow,1.02,14,36.9,
Dumfries and Galloway,Long_tailed_tit,0.81,15,15.1,
Dumfries and Galloway,Greenfinch,0.80,16,25.9,
Dumfries and Galloway,Rook,0.54,17,13.4,
Dumfries and Galloway,Pheasant,0.46,18,21.3,
Dumfries and Galloway,Great_spotted_woodpecker,0.43,19,32.0,
Dumfries and Galloway,Feral_pigeon,0.32,20,10.1,
Dumfries and Galloway,Wren,0.31,21,25.7,
Dumfries and Galloway,Common_gull,0.23,22,5.5,
Dumfries and Galloway,Jay,0.23,23,14.3,
Dumfries and Galloway,Nuthatch,0.18,24,13.4,
Dumfries and Galloway,Tree_sparrow,0.16,25,4.2,
Dumfries and Galloway,Siskin,0.14,26,5.4,
Dumfries and Galloway,Bullfinch,0.13,27,6.6,
Dumfries and Galloway,Magpie,0.13,28,6.0,
Dumfries and Galloway,Redpoll,0.04,29,2.2,
Dumfries and Galloway,Yellowhammer,0.04,30,1.9,
Dumfries and Galloway,Buzzard,0.03,31,2.3,
Dumfries and Galloway,Song_thrush,0.03,32,2.3,
Dumfries and Galloway,Sparrowhawk,0.03,33,2.7,
Dumfries and Galloway,Brambling,0.02,34,1.6,
Dumfries and Galloway,Goldcrest,0.02,35,1.2,
Dumfries and Galloway,Red_kite,0.01,36,1.1,
Dumfries and Galloway,Treecreeper,0.01,37,1.1,
Dumfries and Galloway,Reed_bunting,0.01,38,0.8,
Dumfries and Galloway,Stock_dove,0.01,39,0.7,
Dumfries and Galloway,Black_headed_gull ,0.01,40,0.4,
Dumfries and Galloway,Mistle_thrush,0.01,41,0.7,
Dumfries and Galloway,Fieldfare,0.01,42,0.4,
Dumfries and Galloway,Herring_gull,0.01,43,0.3,
Dumfries and Galloway,Raven,0.00,44,0.4,
Dumfries and Galloway,Grey_heron,0.00,45,0.3,
Dumfries and Galloway,Linnet,0.00,46,0.3,
Dumfries and Galloway,Willow_tit,0.00,47,0.3,
Dumfries and Galloway,Grey_wagtail,0.00,48,0.3,
Dumfries and Galloway,Lesser_spotted_woodpecker,0.00,49,0.3,
Dumfries and Galloway,Mallard,0.00,50,0.1,
Dumfries and Galloway,Moorhen,0.00,51,0.3,
Dumfries and Galloway,Pied_wagtail,0.00,52,0.3,
Dumfries and Galloway,Redwing,0.00,53,0.1,
Dumfries and Galloway,Blackcap,0.00,54,0.1,
Dumfries and Galloway,Grey_partridge,0.00,55,0.1,
Dumfries and Galloway,Hooded_crow,0.00,56,0.1,
Dumfries and Galloway,Kestrel,0.00,57,0.1,
Dumfries and Galloway,Red_legged_partridge,0.00,58,0.1,
Dumfries and Galloway,Ring_necked_parakeet,0.00,59,0.1,
Dumfries and Galloway,Barn_owl,0.00,60,0.0,
Dumfries and Galloway,Black_redstart,0.00,61,0.0,
Dumfries and Galloway,Chiffchaff,0.00,62,0.0,
Dumfries and Galloway,Corn_bunting,0.00,63,0.0,
Dumfries and Galloway,Gadwall,0.00,64,0.0,
Dumfries and Galloway,Great_black_backed_gull,0.00,65,0.0,
Dumfries and Galloway,Great_crested_grebe,0.00,66,0.0,
Dumfries and Galloway,Green_woodpecker,0.00,67,0.0,
Dumfries and Galloway,Lapwing,0.00,68,0.0,
Dumfries and Galloway,Lesser_black_backed_gull,0.00,69,0.0,
Dumfries and Galloway,Little_owl,0.00,70,0.0,
Dumfries and Galloway,Marsh_tit,0.00,71,0.0,
Dumfries and Galloway,Meadow_pipit,0.00,72,0.0,
Dumfries and Galloway,Mute_swan,0.00,73,0.0,
Dumfries and Galloway,Skylark,0.00,74,0.0,
Dumfries and Galloway,Tawny_owl,0.00,75,0.0,
Dumfries and Galloway,Teal,0.00,76,0.0,
Dumfries and Galloway,Tufted_duck,0.00,77,0.0,
Dumfries and Galloway,Waxwing,0.00,78,0.0,
Dumfries and Galloway,Wigeon,0.00,79,0.0,
Dundee City,House_sparrow,5.82,1,70.1,
Dundee City,Starling,3.40,2,38.0,
Dundee City,Blackbird,2.98,3,94.6,
Dundee City,Blue_tit,2.34,4,74.6,
Dundee City,Woodpigeon,2.27,5,71.7,
Dundee City,Chaffinch,1.58,6,43.9,
Dundee City,Feral_pigeon,1.42,7,32.1,
Dundee City,Robin,1.42,8,87.8,
Dundee City,Goldfinch,1.08,9,20.0,
Dundee City,Great_tit,1.02,10,43.4,
Dundee City,Dunnock,0.96,11,44.9,
Dundee City,Carrion_crow,0.91,12,35.8,
Dundee City,Coal_tit,0.90,13,41.5,
Dundee City,Greenfinch,0.68,14,19.1,
Dundee City,Collared_dove,0.55,15,23.9,
Dundee City,Long_tailed_tit,0.52,16,13.2,
Dundee City,Common_gull,0.45,17,9.5,
Dundee City,Magpie,0.27,18,13.7,
Dundee City,Wren,0.16,19,13.1,
Dundee City,Bullfinch,0.10,20,4.4,
Dundee City,Herring_gull,0.10,21,5.1,
Dundee City,Great_spotted_woodpecker,0.09,22,8.8,
Dundee City,Blackcap,0.08,23,6.6,
Dundee City,Siskin,0.07,24,2.9,
Dundee City,Sparrowhawk,0.07,25,6.6,
Dundee City,Tree_sparrow,0.06,26,2.2,
Dundee City,Rook,0.03,27,2.9,
Dundee City,Song_thrush,0.03,28,2.9,
Dundee City,Pheasant,0.02,29,1.5,
Dundee City,Pied_wagtail,0.02,30,1.5,
Dundee City,Redwing,0.02,31,0.7,
Dundee City,Buzzard,0.01,32,1.5,
Dundee City,Jackdaw,0.01,33,1.5,
Dundee City,Jay,0.01,34,0.7,
Dundee City,Goldcrest,0.01,35,0.7,
Dundee City,Treecreeper,0.01,36,0.7,
Dundee City,Barn_owl,0.00,37,0.0,
Dundee City,Black_headed_gull ,0.00,38,0.0,
Dundee City,Black_redstart,0.00,39,0.0,
Dundee City,Brambling,0.00,40,0.0,
Dundee City,Chiffchaff,0.00,41,0.0,
Dundee City,Corn_bunting,0.00,42,0.0,
Dundee City,Fieldfare,0.00,43,0.0,
Dundee City,Gadwall,0.00,44,0.0,
Dundee City,Great_black_backed_gull,0.00,45,0.0,
Dundee City,Great_crested_grebe,0.00,46,0.0,
Dundee City,Green_woodpecker,0.00,47,0.0,
Dundee City,Grey_heron,0.00,48,0.0,
Dundee City,Grey_partridge,0.00,49,0.0,
Dundee City,Grey_wagtail,0.00,50,0.0,
Dundee City,Hooded_crow,0.00,51,0.0,
Dundee City,Kestrel,0.00,52,0.0,
Dundee City,Lapwing,0.00,53,0.0,
Dundee City,Lesser_black_backed_gull,0.00,54,0.0,
Dundee City,Lesser_spotted_woodpecker,0.00,55,0.0,
Dundee City,Linnet,0.00,56,0.0,
Dundee City,Little_owl,0.00,57,0.0,
Dundee City,Mallard,0.00,58,0.0,
Dundee City,Marsh_tit,0.00,59,0.0,
Dundee City,Meadow_pipit,0.00,60,0.0,
Dundee City,Mistle_thrush,0.00,61,0.0,
Dundee City,Moorhen,0.00,62,0.0,
Dundee City,Mute_swan,0.00,63,0.0,
Dundee City,Nuthatch,0.00,64,0.0,
Dundee City,Raven,0.00,65,0.0,
Dundee City,Red_kite,0.00,66,0.0,
Dundee City,Red_legged_partridge,0.00,67,0.0,
Dundee City,Redpoll,0.00,68,0.0,
Dundee City,Reed_bunting,0.00,69,0.0,
Dundee City,Ring_necked_parakeet,0.00,70,0.0,
Dundee City,Skylark,0.00,71,0.0,
Dundee City,Stock_dove,0.00,72,0.0,
Dundee City,Tawny_owl,0.00,73,0.0,
Dundee City,Teal,0.00,74,0.0,
Dundee City,Tufted_duck,0.00,75,0.0,
Dundee City,Waxwing,0.00,76,0.0,
Dundee City,Wigeon,0.00,77,0.0,
Dundee City,Willow_tit,0.00,78,0.0,
Dundee City,Yellowhammer,0.00,79,0.0,
Ealing,Starling,2.45,1,46.4,
Ealing,Blue_tit,2.08,2,76.9,
Ealing,House_sparrow,2.06,3,40.7,
Ealing,Woodpigeon,2.05,4,77.1,
Ealing,Goldfinch,1.74,5,36.4,
Ealing,Feral_pigeon,1.62,6,42.4,
Ealing,Great_tit,1.43,7,62.5,
Ealing,Robin,1.26,8,83.7,
Ealing,Blackbird,1.19,9,68.9,
Ealing,Magpie,1.07,10,56.3,
Ealing,Long_tailed_tit,0.64,11,23.6,
Ealing,Dunnock,0.48,12,32.0,
Ealing,Ring_necked_parakeet,0.42,13,14.5,
Ealing,Collared_dove,0.41,14,18.0,
Ealing,Coal_tit,0.38,15,22.2,
Ealing,Common_gull,0.30,16,11.2,
Ealing,Carrion_crow,0.30,17,16.6,
Ealing,Wren,0.28,18,23.7,
Ealing,Chaffinch,0.21,19,11.4,
Ealing,Greenfinch,0.21,20,8.5,
Ealing,Great_spotted_woodpecker,0.17,21,14.8,
Ealing,Jay,0.12,22,8.6,
Ealing,Redwing,0.04,23,1.2,
Ealing,Black_headed_gull ,0.03,24,1.2,
Ealing,Song_thrush,0.02,25,2.1,
Ealing,Blackcap,0.02,26,2.1,
Ealing,Goldcrest,0.02,27,1.5,
Ealing,Herring_gull,0.02,28,1.2,
Ealing,Bullfinch,0.01,29,1.2,
Ealing,Mallard,0.01,30,0.3,
Ealing,Nuthatch,0.01,31,0.9,
Ealing,Pied_wagtail,0.01,32,0.9,
Ealing,Rook,0.01,33,0.6,
Ealing,Grey_heron,0.01,34,0.6,
Ealing,Sparrowhawk,0.01,35,0.6,
Ealing,Green_woodpecker,0.00,36,0.3,
Ealing,Chiffchaff,0.00,37,0.3,
Ealing,Jackdaw,0.00,38,0.3,
Ealing,Moorhen,0.00,39,0.3,
Ealing,Stock_dove,0.00,40,0.3,
Ealing,Barn_owl,0.00,41,0.0,
Ealing,Black_redstart,0.00,42,0.0,
Ealing,Brambling,0.00,43,0.0,
Ealing,Buzzard,0.00,44,0.0,
Ealing,Corn_bunting,0.00,45,0.0,
Ealing,Fieldfare,0.00,46,0.0,
Ealing,Gadwall,0.00,47,0.0,
Ealing,Great_black_backed_gull,0.00,48,0.0,
Ealing,Great_crested_grebe,0.00,49,0.0,
Ealing,Grey_partridge,0.00,50,0.0,
Ealing,Grey_wagtail,0.00,51,0.0,
Ealing,Hooded_crow,0.00,52,0.0,
Ealing,Kestrel,0.00,53,0.0,
Ealing,Lapwing,0.00,54,0.0,
Ealing,Lesser_black_backed_gull,0.00,55,0.0,
Ealing,Lesser_spotted_woodpecker,0.00,56,0.0,
Ealing,Linnet,0.00,57,0.0,
Ealing,Little_owl,0.00,58,0.0,
Ealing,Marsh_tit,0.00,59,0.0,
Ealing,Meadow_pipit,0.00,60,0.0,
Ealing,Mistle_thrush,0.00,61,0.0,
Ealing,Mute_swan,0.00,62,0.0,
Ealing,Pheasant,0.00,63,0.0,
Ealing,Raven,0.00,64,0.0,
Ealing,Red_kite,0.00,65,0.0,
Ealing,Red_legged_partridge,0.00,66,0.0,
Ealing,Redpoll,0.00,67,0.0,
Ealing,Reed_bunting,0.00,68,0.0,
Ealing,Siskin,0.00,69,0.0,
Ealing,Skylark,0.00,70,0.0,
Ealing,Tawny_owl,0.00,71,0.0,
Ealing,Teal,0.00,72,0.0,
Ealing,Tree_sparrow,0.00,73,0.0,
Ealing,Treecreeper,0.00,74,0.0,
Ealing,Tufted_duck,0.00,75,0.0,
Ealing,Waxwing,0.00,76,0.0,
Ealing,Wigeon,0.00,77,0.0,
Ealing,Willow_tit,0.00,78,0.0,
Ealing,Yellowhammer,0.00,79,0.0,
East Ayrshire,House_sparrow,6.62,1,79.8,
East Ayrshire,Starling,5.71,2,59.8,
East Ayrshire,Chaffinch,5.00,3,70.1,
East Ayrshire,Blackbird,2.79,4,94.4,
East Ayrshire,Blue_tit,2.55,5,76.5,
East Ayrshire,Great_tit,1.79,6,59.2,
East Ayrshire,Jackdaw,1.71,7,38.0,
East Ayrshire,Goldfinch,1.71,8,31.4,
East Ayrshire,Robin,1.51,9,90.3,
East Ayrshire,Carrion_crow,1.22,10,35.6,
East Ayrshire,Collared_dove,1.19,11,43.7,
East Ayrshire,Woodpigeon,1.16,12,47.2,
East Ayrshire,Coal_tit,1.09,13,49.4,
East Ayrshire,Feral_pigeon,1.06,14,22.0,
East Ayrshire,Magpie,1.06,15,46.9,
East Ayrshire,Long_tailed_tit,0.84,16,14.4,
East Ayrshire,Dunnock,0.82,17,42.5,
